nct_id,source,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,registration_year,start_year,completion_year,is_prospective,registry_download_date,results_due_date,results_due,days_pcd_to_summary,is_summary_results_1y_pcd,summary_results_reporting
NCT03661528,CRU trials_12Sep2023.xlsx,2023-09-11,2018-08-30,NA,Interventional,Phase 4,530,Completed,Trial of Andexanet Alfa in ICrH Patients Receiving an Oral FXa Inhibitor,2019-06-06T00:00:00Z,2023-08-09T00:00:00Z,2023-05-27T00:00:00Z,FALSE,Randomized,Single,INDUSTRY,TRUE,2018,2019,2023,TRUE,2023-11-11,2024-05-26,FALSE,NA,NA,results_not_due
NCT03689972,CRU trials_12Sep2023.xlsx,2023-08-17,2018-09-27,NA,Interventional,Phase 3,500,Completed,"A Study to Evaluate Efficacy, Safety, and Tolerability of EID of Natalizumab (BG00002) in Participants With RRMS Switching From Treatment With Natalizumab SID in Relation to Continued SID Treatment- Followed by Extension Study Comprising SC and IV Natalizumab Administration",2018-11-27T00:00:00Z,2023-07-24T00:00:00Z,2023-01-31T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,2018,2018,2023,TRUE,2023-11-11,2024-01-31,FALSE,NA,NA,results_not_due
NCT03709784,CRU trials_12Sep2023.xlsx,2022-09-19,2018-10-15,NA,Observational,NA,48,"Active, not recruiting",Spinraza in Adult Spinal Muscular Atrophy,2018-08-16T00:00:00Z,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2018,2018,2024,FALSE,2023-11-11,2024-12-31,FALSE,NA,NA,results_not_due
NCT03737812,CRU trials_12Sep2023.xlsx,2021-12-15,2018-11-06,NA,Interventional,Phase 2,123,Completed,A Study to Assess the Safety and Efficacy of Elezanumab When Added to Standard of Care in Progressive Forms of Multiple Sclerosis,2019-02-27T00:00:00Z,2021-08-30T00:00:00Z,2021-01-15T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2018,2019,2021,TRUE,2023-11-11,2022-01-15,TRUE,NA,NA,results_due_missing
NCT03737851,CRU trials_12Sep2023.xlsx,2021-12-01,2018-11-06,NA,Interventional,Phase 2,208,Completed,A Study to Assess the Safety and Efficacy of Elezanumab When Added to Standard of Care in Relapsing Forms of Multiple Sclerosis,2018-12-11T00:00:00Z,2021-09-09T00:00:00Z,2021-01-07T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2018,2018,2021,TRUE,2023-11-11,2022-01-07,TRUE,NA,NA,results_due_missing
NCT03750552,CRU trials_12Sep2023.xlsx,2022-08-18,2018-11-20,2022-07-20,Interventional,Phase 3,195,Completed,Clinical Effect of Ampreloxetine (TD-9855) for Treating Symptomatic nOH in Subjects With Primary Autonomic Failure,2019-01-24T00:00:00Z,2021-07-21T00:00:00Z,2021-07-21T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,2018,2019,2021,TRUE,2023-11-11,2022-07-21,TRUE,364,TRUE,results_timely
NCT03770403,CRU trials_12Sep2023.xlsx,2023-06-21,2018-11-16,2023-06-21,Interventional,Phase 3,151,Completed,A Safety and Tolerability Study of ARGX-113 in Patients With Myasthenia Gravis Who Have Generalized Muscle Weakness.,2019-03-01T00:00:00Z,2022-06-30T00:00:00Z,2022-06-23T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,2018,2019,2022,TRUE,2023-11-11,2023-06-23,TRUE,363,TRUE,results_timely
NCT03785678,CRU trials_12Sep2023.xlsx,2023-04-27,2018-12-19,NA,Interventional,Phase 3,452,Completed,Tenecteplase in Stroke Patients Between 4.5 and 24 Hours,2019-03-02T00:00:00Z,2023-02-28T00:00:00Z,2023-02-28T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2018,2019,2023,TRUE,2023-11-11,2024-02-28,FALSE,NA,NA,results_not_due
NCT03829657,CRU trials_12Sep2023.xlsx,2022-12-29,2019-01-10,2022-11-08,Interventional,Phase 3,203,Terminated,Phase 3 Clinical Effect Durability of TD-9855 for Treating Symptomatic nOH in Subjects With Primary Autonomic Failure,2019-02-22T00:00:00Z,2021-11-10T00:00:00Z,2021-11-10T00:00:00Z,TRUE,Randomized,Triple,INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-11-10,TRUE,363,TRUE,results_timely
NCT03836716,CRU trials_12Sep2023.xlsx,2023-08-22,2019-02-07,2023-05-15,Interventional,Phase 3,120,Terminated,Arimoclomol in Amyotropic Lateral Sclerosis - Open Label Extension Trial,2019-09-19T00:00:00Z,2021-07-02T00:00:00Z,2021-07-02T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-07-02,TRUE,682,FALSE,results_due_late
NCT03855137,CRU trials_12Sep2023.xlsx,2023-01-18,2019-02-25,2023-01-18,Interventional,Phase 3,778,Completed,"Efficacy, Safety, and Tolerability of Atogepant for the Prevention of Chronic Migraine",2019-03-11T00:00:00Z,2022-01-20T00:00:00Z,2022-01-20T00:00:00Z,TRUE,Randomized,Triple,INDUSTRY,TRUE,2019,2019,2022,TRUE,2023-11-11,2023-01-20,TRUE,363,TRUE,results_timely
NCT03863080,CRU trials_12Sep2023.xlsx,2021-10-06,2019-02-20,NA,Interventional,Phase 2,17,Completed,A Study of RVT-1401 in Myasthenia Gravis (MG) Patients,2019-05-21T00:00:00Z,2020-12-21T00:00:00Z,2020-10-07T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2019,2019,2020,TRUE,2023-11-11,2021-10-07,TRUE,NA,NA,results_due_missing
NCT03866603,CRU trials_12Sep2023.xlsx,2023-09-06,2019-03-01,NA,Observational,NA,25000,Recruiting,Rostock International Parkinson's Disease Study (ROPAD),2019-05-30T00:00:00Z,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,2019,2019,2025,TRUE,2023-11-11,2026-12-31,FALSE,NA,NA,results_not_due
NCT03889249,CRU trials_12Sep2023.xlsx,2023-05-11,2019-03-20,NA,Interventional,Phase 3,1600,Completed,Alteplase Compared to Tenecteplase in Patients With Acute Ischemic Stroke,2019-12-10T00:00:00Z,2023-04-30T00:00:00Z,2022-04-26T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,2019,2019,2023,TRUE,2023-11-11,2023-04-26,TRUE,NA,NA,results_due_missing
NCT03920293,CRU trials_12Sep2023.xlsx,2023-08-16,2019-04-16,2022-05-03,Interventional,Phase 3,175,Completed,Safety and Efficacy Study of Ravulizumab in Adults With Generalized Myasthenia Gravis,2019-03-26T00:00:00Z,2023-05-25T00:00:00Z,2021-05-11T00:00:00Z,TRUE,Randomized,Triple,INDUSTRY,TRUE,2019,2019,2023,FALSE,2023-11-11,2022-05-11,TRUE,357,TRUE,results_timely
NCT03936361,CRU trials_12Sep2023.xlsx,2023-07-10,2019-05-01,NA,Interventional,Phase 3,1456,Recruiting,Statins In Intracerbral Hemorrhage,2020-06-10T00:00:00Z,2026-12-31T00:00:00Z,2026-06-30T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,2019,2020,2026,TRUE,2023-11-11,2027-06-30,FALSE,NA,NA,results_not_due
NCT03943290,CRU trials_12Sep2023.xlsx,2022-09-13,2019-04-17,2021-03-11,Interventional,Phase 2,62,Terminated,Extension Study to Evaluate the Long-Term Effects of ACE-083 in Patients With Facioscapulohumeral Muscular Dystrophy (FSHD) and Charcot-Marie Tooth (CMT) Disease Types 1 and X (CMT1 and CMTX),2019-05-10T00:00:00Z,2020-03-11T00:00:00Z,2020-03-11T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,2019,2019,2020,TRUE,2023-11-11,2021-03-11,TRUE,365,TRUE,results_timely
NCT03950076,CRU trials_12Sep2023.xlsx,2023-01-23,2019-05-10,NA,Interventional,Phase 4,1200,Recruiting,EdoxabaN foR IntraCranial Hemorrhage Survivors With Atrial Fibrillation (ENRICH-AF),2019-09-20T00:00:00Z,2024-04-01T00:00:00Z,2024-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,2019,2019,2024,TRUE,2023-11-11,2025-04-01,FALSE,NA,NA,results_not_due
NCT03970447,CRU trials_12Sep2023.xlsx,2023-11-01,2019-05-23,NA,Interventional,Phase 2/Phase 3,1030,Recruiting,A Trial to Evaluate Multiple Regimens in Newly Diagnosed and Recurrent Glioblastoma,2019-07-30T00:00:00Z,2028-06-01T00:00:00Z,2026-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,2019,2019,2028,TRUE,2023-11-11,2027-06-01,FALSE,NA,NA,results_not_due
NCT03971422,CRU trials_12Sep2023.xlsx,2023-08-22,2019-05-29,2023-07-27,Interventional,Phase 3,200,Completed,A Study to Test Efficacy and Safety of Rozanolixizumab in Adult Patients With Generalized Myasthenia Gravis,2019-06-03T00:00:00Z,2021-10-26T00:00:00Z,2021-08-31T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-08-31,TRUE,695,FALSE,results_due_late
NCT03972306,CRU trials_12Sep2023.xlsx,2023-10-18,2019-05-29,NA,Interventional,Phase 1,134,"Active, not recruiting","A Study To Investigate The Pharmacokinetics, Safety, And Tolerability Of Subcutaneous Ocrelizumab Administration In Participants With Multiple Sclerosis",2019-08-12T00:00:00Z,2025-06-20T00:00:00Z,2023-01-27T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,2019,2019,2025,TRUE,2023-11-11,2024-01-27,FALSE,NA,NA,results_not_due
NCT03976349,CRU trials_12Sep2023.xlsx,2023-04-11,2019-06-04,NA,Interventional,Phase 1,82,Recruiting,"A Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of BIIB094 in Adults With Parkinson's Disease",2019-08-12T00:00:00Z,2023-12-02T00:00:00Z,2023-12-02T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2019,2019,2023,TRUE,2023-11-11,2024-12-01,FALSE,NA,NA,results_not_due
NCT04003974,CRU trials_12Sep2023.xlsx,2022-02-08,2019-06-25,NA,Interventional,Phase 2,80,Completed,Efficacy and Safety of Losmapimod in Subjects With Facioscapulohumeral Muscular Dystrophy (FSHD),2019-08-09T00:00:00Z,2021-01-28T00:00:00Z,2021-01-28T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-01-28,TRUE,NA,NA,results_due_missing
NCT04057898,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-10-13,2019-08-06,NA,Interventional,Phase 2/Phase 3,230,Recruiting,Evaluation of MN-166 (Ibudilast) for 12 Months Followed by an Open-label Extension for 6 Months in Patients With ALS,2020-05-28T00:00:00Z,2024-12-01T00:00:00Z,2023-12-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2019,2020,2024,TRUE,2023-11-11,2024-11-30,FALSE,NA,NA,results_not_due
NCT04095793,CRU trials_12Sep2023.xlsx,2022-11-07,2019-08-01,2022-11-07,Interventional,Phase 3,110,Terminated,Phase 3 Open-Label Extension Study of TD-9855 for Treating Symptomatic nOH in Subjects With Primary Autonomic Failure,2019-09-19T00:00:00Z,2021-11-12T00:00:00Z,2021-11-12T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-11-12,TRUE,360,TRUE,results_timely
NCT04115293,CRU trials_12Sep2023.xlsx,2023-05-02,2019-10-02,2022-12-19,Interventional,Phase 3,174,Completed,"Safety, Tolerability, and Efficacy of Zilucoplan in Subjects With Generalized Myasthenia Gravis",2019-09-17T00:00:00Z,2021-12-30T00:00:00Z,2021-12-30T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,2019,2019,2021,FALSE,2023-11-11,2022-12-30,TRUE,354,TRUE,results_timely
NCT04124965,CRU trials_12Sep2023.xlsx,2023-08-22,2019-10-11,2023-07-27,Interventional,Phase 3,71,Completed,"A Study to Investigate the Long-term Safety, Tolerability, and Efficacy of Rozanolixizumab in Adult Patients With Generalized Myasthenia Gravis",2019-10-29T00:00:00Z,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-09-01,TRUE,694,FALSE,results_due_late
NCT04149457,CRU trials_12Sep2023.xlsx,2023-04-05,2019-10-28,NA,Interventional,Not Applicable,92,Recruiting,Improving Neurological Health in Aging Via Neuroplasticity-based Computerized Exercise,2021-07-16T00:00:00Z,2024-05-31T00:00:00Z,2024-05-31T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,FALSE,2019,2021,2024,TRUE,2023-11-11,2025-05-31,FALSE,NA,NA,results_not_due
NCT04155606,CRU trials_12Sep2023.xlsx,2023-06-30,2019-11-05,NA,Interventional,Not Applicable,2000,Recruiting,Comprehensive Aneurysm Management Trial,2020-01-15T00:00:00Z,2036-01-01T00:00:00Z,2035-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,2019,2020,2036,TRUE,2023-11-11,2036-01-01,FALSE,NA,NA,results_not_due
NCT04164901,CRU trials_12Sep2023.xlsx,2023-07-07,2019-11-11,NA,Interventional,Phase 3,340,"Active, not recruiting",Study of Vorasidenib (AG-881) in Participants With Residual or Recurrent Grade 2 Glioma With an IDH1 or IDH2 Mutation (INDIGO),2020-01-05T00:00:00Z,2027-08-01T00:00:00Z,2024-10-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,2019,2020,2027,TRUE,2023-11-11,2025-10-01,FALSE,NA,NA,results_not_due
NCT04165824,CRU trials_12Sep2023.xlsx,2023-05-12,2019-11-13,2022-08-05,Interventional,Phase 3,185,Completed,Safety Study of Oral Edaravone Administered in Subjects With ALS,2019-11-18T00:00:00Z,2021-10-07T00:00:00Z,2021-10-07T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,2019,2019,2021,TRUE,2023-11-11,2022-10-07,TRUE,302,TRUE,results_timely
NCT04167527,CRU trials_12Sep2023.xlsx,2023-09-06,2019-11-15,NA,Interventional,Phase 2/Phase 3,200,Recruiting,Endovascular Therapy for Low NIHSS Ischemic Strokes,2020-09-05T00:00:00Z,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,2019,2020,2024,TRUE,2023-11-11,2025-12-01,FALSE,NA,NA,results_not_due
NCT04192955,CRU trials_12Sep2023.xlsx,2023-05-04,2019-11-28,NA,Interventional,Phase 3,440,Recruiting,Evaluating Oral Peri-operative Acetylsalicylic Acid in Subjects Undergoing Endovascular Coiling-only of Unruptured Brain Aneurysms,2020-07-14T00:00:00Z,2024-12-01T00:00:00Z,2024-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,2019,2020,2024,TRUE,2023-11-11,2025-09-01,FALSE,NA,NA,results_not_due
NCT04225871,CRU trials_12Sep2023.xlsx,2023-08-03,2019-10-02,NA,Interventional,Phase 3,200,"Active, not recruiting",Open-Label Extension of Zilucoplan in Subjects With Generalized Myasthenia Gravis,2019-12-23T00:00:00Z,2026-06-02T00:00:00Z,2026-06-02T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2019,2019,2026,TRUE,2023-11-11,2027-06-02,FALSE,NA,NA,results_not_due
NCT04241068,CRU trials_12Sep2023.xlsx,2023-04-13,2020-01-22,NA,Interventional,Phase 3,1696,"Active, not recruiting","A Study to Evaluate Safety and Tolerability of Aducanumab in Participants With Alzheimer's Disease Who Had Previously Participated in the Aducanumab Studies 221AD103, 221AD301, 221AD302 and 221AD205",2020-03-02T00:00:00Z,2025-02-03T00:00:00Z,2023-10-20T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2020,2020,2025,TRUE,2023-11-11,2024-10-19,FALSE,NA,NA,results_not_due
NCT04248465,CRU trials_12Sep2023.xlsx,2022-12-15,2020-01-27,2022-09-22,Interventional,Phase 3,382,Terminated,An Efficacy and Safety Study of Ravulizumab in ALS Participants,2020-03-30T00:00:00Z,2021-10-17T00:00:00Z,2021-10-17T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,2020,2020,2021,TRUE,2023-11-11,2022-10-17,TRUE,340,TRUE,results_timely
NCT04259255,CRU trials_12Sep2023.xlsx,2023-08-23,2020-01-27,NA,Observational,NA,300,"Active, not recruiting",Radicava® (Edaravone) Findings in Biomarkers From ALS (REFINE-ALS),2019-10-21T00:00:00Z,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,2020,2019,2024,FALSE,2023-11-11,2025-03-01,FALSE,NA,NA,results_not_due
NCT04261478,CRU trials_12Sep2023.xlsx,2022-11-08,2020-02-03,NA,Interventional,Not Applicable,458,Recruiting,Endovascular Acute Stroke Intervention - Tandem OCclusion Trial,2020-08-31T00:00:00Z,2027-03-01T00:00:00Z,2026-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,2020,2020,2027,TRUE,2023-11-11,2027-06-01,FALSE,NA,NA,results_not_due
NCT04288856,CRU trials_12Sep2023.xlsx,2023-04-13,2020-02-26,NA,Interventional,Phase 1,75,Terminated,"Study to Assess the Safety, Tolerability, Pharmacokinetics, and Effect on Disease Progression of BIIB078 Administered to Previously Treated Adults C9ORF72-Associated Amyotrophic Lateral Sclerosis (ALS)",2020-04-28T00:00:00Z,2022-05-03T00:00:00Z,2022-05-03T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,2020,2020,2022,TRUE,2023-11-11,2023-05-03,TRUE,NA,NA,results_due_missing
NCT04322149,CRU trials_12Sep2023.xlsx,2023-06-06,2020-03-20,2023-05-10,Interventional,Phase 2,54,Completed,Multiple Doses of AT-1501-A201 in Adults With ALS,2020-10-16T00:00:00Z,2022-03-24T00:00:00Z,2022-03-24T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,2020,2020,2022,TRUE,2023-11-11,2023-03-24,TRUE,412,FALSE,results_due_late
NCT04338022,CRU trials_12Sep2023.xlsx,2023-10-02,2020-04-06,NA,Interventional,Phase 3,1124,"Active, not recruiting",Study of Evobrutinib in Participants With RMS (evolutionRMS 1),2020-06-12T00:00:00Z,2026-06-26T00:00:00Z,2023-10-02T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2020,2020,2026,TRUE,2023-11-11,2024-10-01,FALSE,NA,NA,results_not_due
NCT04349514,CRU trials_12Sep2023.xlsx,2023-08-20,2020-04-01,NA,Observational,NA,300,Recruiting,A Natural History Study to TRACK Brain and Spinal Cord Changes in Individuals With Friedreich Ataxia (TRACK-FA),2021-02-10T00:00:00Z,2025-08-01T00:00:00Z,2025-08-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2020,2021,2025,TRUE,2023-11-11,2026-08-01,FALSE,NA,NA,results_not_due
NCT04411641,CRU trials_12Sep2023.xlsx,2023-02-09,2020-05-28,NA,Interventional,Phase 3,1131,"Active, not recruiting",Nonrelapsing Secondary Progressive Multiple Sclerosis (NRSPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),2020-09-24T00:00:00Z,2024-08-01T00:00:00Z,2024-08-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2020,2020,2024,TRUE,2023-11-11,2025-08-01,FALSE,NA,NA,results_not_due
NCT04458051,CRU trials_12Sep2023.xlsx,2023-08-15,2020-07-01,NA,Interventional,Phase 3,990,Recruiting,Primary Progressive Multiple Sclerosis (PPMS) Study of Bruton's Tyrosine Kinase (BTK) Inhibitor Tolebrutinib (SAR442168),2020-08-13T00:00:00Z,2024-08-01T00:00:00Z,2024-08-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2020,2020,2024,TRUE,2023-11-11,2025-08-01,FALSE,NA,NA,results_not_due
NCT04462536,CRU trials_12Sep2023.xlsx,2023-09-08,2020-07-02,NA,Interventional,Phase 3,850,Completed,Efficacy and Safety of Nerinetide in Participants With Acute Ischemic Stroke Undergoing Endovascular Thrombectomy Excluding Thrombolysis,2020-12-06T00:00:00Z,2023-08-31T00:00:00Z,2023-08-31T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2020,2020,2023,TRUE,2023-11-11,2024-08-30,FALSE,NA,NA,results_not_due
NCT04477785,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-08-15,2020-07-15,NA,Observational,NA,4500,Recruiting,PPMI Clinical - Establishing a Deeply Phenotyped PD Cohort,2020-07-01T00:00:00Z,2033-12-01T00:00:00Z,2033-12-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2020,2020,2033,TRUE,2023-11-11,2034-12-01,FALSE,NA,NA,results_not_due
NCT04494256,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-10-03,2020-07-30,NA,Interventional,Phase 1/Phase 2,99,"Active, not recruiting","A Study to Assess the Safety, Tolerability, and Effect on Disease Progression of BIIB105 in Participants With Amyotrophic Lateral Sclerosis (ALS) and Participants With the ALS Ataxin-2 (ATXN2) Genetic Mutation",2020-09-28T00:00:00Z,2026-07-15T00:00:00Z,2026-07-15T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2020,2020,2026,TRUE,2023-11-11,2027-07-15,FALSE,NA,NA,results_not_due
NCT04524273,CRU trials_12Sep2023.xlsx,2023-09-15,2020-08-10,NA,Interventional,Phase 3,270,Recruiting,Myasthenia Gravis Inebilizumab Trial,2020-08-30T00:00:00Z,2029-03-31T00:00:00Z,2024-10-31T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2020,2020,2029,TRUE,2023-11-11,2025-10-31,FALSE,NA,NA,results_not_due
NCT04539041,CRU trials_12Sep2023.xlsx,2023-10-11,2020-08-25,NA,Interventional,Phase 1,66,Recruiting,"Safety, Tolerability and Pharmacokinetics of Multiple Ascending Doses of NIO752 in Progressive Supranuclear Palsy",2021-02-16T00:00:00Z,2024-11-12T00:00:00Z,2024-11-12T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2020,2021,2024,TRUE,2023-11-11,2025-11-12,FALSE,NA,NA,results_not_due
NCT04544449,CRU trials_12Sep2023.xlsx,2023-09-11,2020-09-04,NA,Interventional,Phase 3,985,"Active, not recruiting",A Study to Evaluate the Efficacy and Safety of Fenebrutinib Compared With Ocrelizumab in Adult Participants With Primary Progressive Multiple Sclerosis,2020-10-26T00:00:00Z,2026-12-18T00:00:00Z,2026-01-16T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2020,2020,2026,TRUE,2023-11-11,2027-01-16,FALSE,NA,NA,results_not_due
NCT04548999,CRU trials_12Sep2023.xlsx,2023-11-01,2020-09-09,NA,Interventional,Phase 3,699,"Active, not recruiting","A Study to Evaluate the Efficacy, Safety and Pharmacokinetics of a Higher Dose of Ocrelizumab in Adults With Primary Progressive Multiple Sclerosis (PPMS)",2020-12-03T00:00:00Z,2029-07-26T00:00:00Z,2025-11-12T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2020,2020,2029,TRUE,2023-11-11,2026-11-12,FALSE,NA,NA,results_not_due
NCT04569084,CRU trials_12Sep2023.xlsx,2023-10-26,2020-09-23,NA,Interventional,Phase 3,384,Terminated,Efficacy and Safety Study of Oral Edaravone Administered in Subjects With ALS,2020-11-13T00:00:00Z,2023-09-29T00:00:00Z,2023-09-29T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2020,2020,2023,TRUE,2023-11-11,2024-09-28,FALSE,NA,NA,results_not_due
NCT04569435,CRU trials_12Sep2023.xlsx,2023-03-23,2020-09-23,NA,Interventional,Phase 2,24,Recruiting,Study of ANX005 in Adults With Amyotrophic Lateral Sclerosis (ALS),2021-01-15T00:00:00Z,2024-01-01T00:00:00Z,2023-10-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2020,2021,2024,TRUE,2023-11-11,2024-09-30,FALSE,NA,NA,results_not_due
NCT04577404,CRU trials_12Sep2023.xlsx,2023-10-26,2020-09-30,NA,Interventional,Phase 3,124,Completed,Safety Extension Study of Oral Edaravone Administered in Subjects With Amyotrophic Lateral Sclerosis (ALS),2020-10-29T00:00:00Z,2023-08-08T00:00:00Z,2023-08-08T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2020,2020,2023,TRUE,2023-11-11,2024-08-07,FALSE,NA,NA,results_not_due
