nct_id,source,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,registration_year,start_year,completion_year,is_prospective,registry_download_date,results_due_date,results_due,days_pcd_to_summary,is_summary_results_1y_pcd,summary_results_reporting
NCT04586023,CRU trials_12Sep2023.xlsx,2023-10-20,2020-10-08,NA,Interventional,Phase 3,736,Recruiting,Study to Evaluate the Efficacy and Safety of Fenebrutinib Compared With Teriflunomide in Relapsing Multiple Sclerosis (RMS),2021-03-24T00:00:00Z,2025-11-27T00:00:00Z,2025-10-02T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2020,2021,2025,TRUE,2023-11-11,2026-10-02,FALSE,NA,NA,results_not_due
NCT04619420,CRU trials_12Sep2023.xlsx,2023-11-07,2020-11-05,NA,Interventional,Phase 2,523,"Active, not recruiting",A Study of JNJ-63733657 in Participants With Early Alzheimer's Disease,2021-01-06T00:00:00Z,2025-11-05T00:00:00Z,2025-03-07T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2020,2021,2025,TRUE,2023-11-11,2026-03-07,FALSE,NA,NA,results_not_due
NCT04635891,CRU trials_12Sep2023.xlsx,2022-12-12,2020-10-29,NA,Observational,NA,450,Recruiting,Motor Outcomes to Validate Evaluations in FSHD (MOVE FSHD),2020-12-15T00:00:00Z,2024-01-01T00:00:00Z,2023-12-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2020,2020,2024,TRUE,2023-11-11,2024-11-30,FALSE,NA,NA,results_not_due
NCT04642443,CRU trials_12Sep2023.xlsx,2023-09-25,2020-11-19,NA,Interventional,Not Applicable,450,Recruiting,Evaluate the SENSE Device's Ability to Monitor and Detect Intracranial Hemorrhage,2020-12-23T00:00:00Z,2024-09-30T00:00:00Z,2024-06-30T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,2020,2020,2024,TRUE,2023-11-11,2025-06-30,FALSE,NA,NA,results_not_due
NCT04650854,CRU trials_12Sep2023.xlsx,2023-11-02,2020-11-05,NA,Interventional,Phase 3,165,"Active, not recruiting",A Study to Evaluate Rozanolixizumab in Study Participants With Generalized Myasthenia Gravis,2021-02-03T00:00:00Z,2024-01-31T00:00:00Z,2024-01-31T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,2020,2021,2024,TRUE,2023-11-11,2025-01-30,FALSE,NA,NA,results_not_due
NCT04686136,CRU trials_12Sep2023.xlsx,2023-03-22,2020-12-21,NA,Interventional,Phase 3,596,"Active, not recruiting",A Long-Term Safety and Tolerability Extension Study Evaluating Atogepant for the Prevention of Chronic or Episodic Migraine,2021-02-19T00:00:00Z,2024-09-13T00:00:00Z,2024-09-13T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2020,2021,2024,TRUE,2023-11-11,2025-09-13,FALSE,NA,NA,results_not_due
NCT04747431,CRU trials_12Sep2023.xlsx,2023-11-02,2021-02-02,NA,Interventional,Phase 1/Phase 2,15,Recruiting,A Study of PBFT02 in Patients With Frontotemporal Dementia and Progranulin Mutations (FTD-GRN),2021-09-14T00:00:00Z,2027-08-01T00:00:00Z,2024-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,2021,2021,2027,TRUE,2023-11-11,2025-08-01,FALSE,NA,NA,results_not_due
NCT04762758,CRU trials_12Sep2023.xlsx,2023-04-04,2021-02-17,NA,Interventional,Phase 3,350,"Active, not recruiting",Phase III Trial Assessing the Efficacy and Safety of PXT3003 in CMT1A Patients,2021-03-30T00:00:00Z,2024-03-31T00:00:00Z,2023-10-31T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,2021,2021,2024,TRUE,2023-11-11,2024-10-30,FALSE,NA,NA,results_not_due
NCT04768972,CRU trials_12Sep2023.xlsx,2023-09-14,2021-02-22,NA,Interventional,Phase 3,77,Recruiting,"A Study to Evaluate the Efficacy, Safety, Pharmacokinetics and Pharmacodynamics of ION363 in Amyotrophic Lateral Sclerosis Participants With Fused in Sarcoma Mutations (FUS-ALS)",2021-06-14T00:00:00Z,2028-03-01T00:00:00Z,2026-06-01T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2028,TRUE,2023-11-11,2027-06-01,FALSE,NA,NA,results_not_due
NCT04777331,CRU trials_12Sep2023.xlsx,2023-11-01,2021-02-26,NA,Interventional,Phase 2,586,"Active, not recruiting",A Study to Evaluate the Efficacy and Safety of Intravenous Prasinezumab in Participants With Early Parkinson's Disease,2021-05-05T00:00:00Z,2026-11-27T00:00:00Z,2024-09-20T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2026,TRUE,2023-11-11,2025-09-20,FALSE,NA,NA,results_not_due
NCT04783935,CRU trials_12Sep2023.xlsx,2023-09-07,2021-03-03,NA,Interventional,Phase 4,219,"Active, not recruiting",Extension to the MAGNIFY MS Trial on Mavenclad® (Magnify MS Extension),2021-03-10T00:00:00Z,2023-11-30T00:00:00Z,2023-11-30T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-11-29,FALSE,NA,NA,results_not_due
NCT04840823,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-03-21,2021-03-29,NA,Interventional,Phase 1/Phase 2,36,"Active, not recruiting",Enoxacin for Amyotrophic Lateral Sclerosis (ALS),2021-03-26T00:00:00Z,2023-05-01T00:00:00Z,2023-05-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,2021,2021,2023,TRUE,2023-11-11,2024-04-30,FALSE,NA,NA,results_not_due
NCT04886518,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-08-23,2021-05-10,NA,Interventional,Phase 2,30,"Active, not recruiting",Safety and Efficacy of Pitolisant on Excessive Daytime Sleepiness and Other Non-Muscular Symptoms in Patients With Myotonic Dystrophy Type 1,2021-06-28T00:00:00Z,2023-10-01T00:00:00Z,2023-09-01T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-08-31,FALSE,NA,NA,results_not_due
NCT04893083,CRU trials_12Sep2023.xlsx,2023-10-26,2021-05-12,NA,Observational,NA,65,Terminated,A Non-interventional Study for the Collection of Biospecimens From Patients With Parkinson's Disease,2021-06-28T00:00:00Z,2023-09-22T00:00:00Z,2023-06-30T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-06-29,FALSE,NA,NA,results_not_due
NCT04923984,CRU trials_12Sep2023.xlsx,2022-05-30,2021-06-07,NA,Interventional,Not Applicable,100,Recruiting,Embolization of Middle Meningeal Artery for Subdural Hematoma in Canada (EMMA Can),2021-05-01T00:00:00Z,2024-11-01T00:00:00Z,2024-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,2021,2021,2024,FALSE,2023-11-11,2025-03-01,FALSE,NA,NA,results_not_due
NCT04926818,CRU trials_12Sep2023.xlsx,2023-10-09,2021-06-14,NA,Interventional,Phase 3,180,Recruiting,Efficacy and Safety of Ofatumumab and Siponimod Compared to Fingolimod in Pediatric Patients With Multiple Sclerosis,2021-10-05T00:00:00Z,2029-06-01T00:00:00Z,2026-08-04T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2021,2021,2029,TRUE,2023-11-11,2027-08-04,FALSE,NA,NA,results_not_due
NCT04931862,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-10-18,2021-06-11,NA,Interventional,Phase 1/Phase 2,35,Terminated,Study of WVE-004 in Patients With C9orf72-associated Amyotrophic Lateral Sclerosis (ALS) or Frontotemporal Dementia (FTD),2021-06-28T00:00:00Z,2023-06-27T00:00:00Z,2023-06-27T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-06-26,FALSE,NA,NA,results_not_due
NCT04935866,CRU trials_12Sep2023.xlsx,2022-08-16,2021-06-15,NA,Observational,NA,286,Recruiting,Optimal Brain Oxygenation in Neurologic Intensive Care Unit : The NeurO2 Study,2021-05-07T00:00:00Z,2025-07-01T00:00:00Z,2024-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2021,2021,2025,FALSE,2023-11-11,2025-07-01,FALSE,NA,NA,results_not_due
NCT04936542,CRU trials_12Sep2023.xlsx,2023-10-31,2021-06-09,NA,Interventional,Phase 4,564,Recruiting,A Study to Compare the Safety and Efficacy of Dysport® and Botox® in Adults With Upper Limb Spasticity.,2021-06-23T00:00:00Z,2024-06-28T00:00:00Z,2024-06-28T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2021,2021,2024,TRUE,2023-11-11,2025-06-28,FALSE,NA,NA,results_not_due
NCT04944784,CRU trials_12Sep2023.xlsx,2023-04-12,2021-06-16,NA,Interventional,Phase 3,486,Terminated,A Study to Evaluate the Efficacy and Safety of Reldesemtiv in Patients With Amyotrophic Lateral Sclerosis (ALS),2021-08-16T00:00:00Z,2023-03-31T00:00:00Z,2023-03-31T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-03-30,FALSE,NA,NA,results_not_due
NCT04948645,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-01-20,2021-06-23,NA,Interventional,Phase 1,31,"Active, not recruiting",A Phase 1 Study to Investigate the Safety and Pharmacokinetics of ABBV-CLS-7262 in Patients With Amyotrophic Lateral Sclerosis,2021-09-22T00:00:00Z,2025-12-01T00:00:00Z,2023-01-12T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2021,2021,2025,TRUE,2023-11-11,2024-01-12,FALSE,NA,NA,results_not_due
NCT04951622,CRU trials_12Sep2023.xlsx,2023-11-08,2021-06-30,NA,Interventional,Phase 3,198,Recruiting,A Study of Nipocalimab Administered to Adults With Generalized Myasthenia Gravis,2021-07-15T00:00:00Z,2026-04-17T00:00:00Z,2023-11-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2021,2021,2026,TRUE,2023-11-11,2024-10-31,FALSE,NA,NA,results_not_due
NCT04963270,CRU trials_12Sep2023.xlsx,2023-10-31,2021-07-07,NA,Interventional,Phase 3,185,Recruiting,"A Study To Evaluate Efficacy, Safety, Pharmacokinetics, And Pharmacodynamics Of Satralizumab In Patients With Generalized Myasthenia Gravis",2021-10-19T00:00:00Z,2027-12-11T00:00:00Z,2024-01-31T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2027,TRUE,2023-11-11,2025-01-30,FALSE,NA,NA,results_not_due
NCT04980495,CRU trials_12Sep2023.xlsx,2023-10-09,2021-07-19,NA,Interventional,Phase 3,69,"Active, not recruiting",An Open-label Study to Investigate the Clinical Efficacy of Different Dosing Regimens of Efgartigimod IV in Patients With Generalized Myasthenia Gravis,2021-12-16T00:00:00Z,2025-11-03T00:00:00Z,2023-08-24T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,2021,2021,2025,TRUE,2023-11-11,2024-08-23,FALSE,NA,NA,results_not_due
NCT05021991,CRU trials_12Sep2023.xlsx,2023-10-16,2021-08-20,NA,Interventional,Phase 2,131,"Active, not recruiting",A Clinical Trial of 2 Doses of PRAX-944 in Participants With Essential Tremor,2021-10-14T00:00:00Z,2023-12-01T00:00:00Z,2023-02-09T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-02-09,FALSE,NA,NA,results_not_due
NCT05039099,TheNeuro_registered_clinical_trials.csv;CRU trials_12Sep2023.xlsx,2023-08-02,2021-09-01,NA,Interventional,Phase 2,63,Recruiting,"A Study to Evaluate, Safety, Tolerability, Pharmacodynamic (PD) Markers and Pharmacokinetics (PK) of AP-101 in Participants With Amyotrophic Lateral Sclerosis (ALS)",2021-09-02T00:00:00Z,2025-01-18T00:00:00Z,2024-06-28T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2025,TRUE,2023-11-11,2025-06-28,FALSE,NA,NA,results_not_due
NCT05054140,CRU trials_12Sep2023.xlsx,2023-01-31,2021-09-02,NA,Interventional,Phase 2,450,Recruiting,"Study to Evaluate Efficacy, Safety, and Tolerability of IMU-838 in Patients With Progressive Multiple Sclerosis",2021-09-30T00:00:00Z,2024-07-28T00:00:00Z,2024-04-05T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2024,TRUE,2023-11-11,2025-04-05,FALSE,NA,NA,results_not_due
NCT05061953,TheNeuro_registered_clinical_trials.csv,2023-03-01,2021-09-21,NA,Observational,NA,168,Recruiting,Development of a Novel Functional Eye-Tracking Software Application for Multiple Sclerosis,2021-10-18T00:00:00Z,2027-10-18T00:00:00Z,2027-10-18T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,2021,2021,2027,TRUE,2023-11-11,2028-10-17,FALSE,NA,NA,results_not_due
NCT05132569,CRU trials_12Sep2023.xlsx,2023-03-08,2021-11-12,NA,Interventional,Phase 3,6,Terminated,Efficacy and Safety of Tolebrutinib (SAR442168) Tablets in Adult Participants With Generalized Myasthenia Gravis,2021-12-03T00:00:00Z,2023-02-21T00:00:00Z,2023-02-21T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2021,2021,2023,TRUE,2023-11-11,2024-02-21,FALSE,NA,NA,results_not_due
NCT05151172,CRU trials_12Sep2023.xlsx,2023-09-27,2021-11-25,NA,Interventional,Not Applicable,530,Recruiting,EndovaSCular TreAtment to imProve outcomEs for Medium Vessel Occlusions (ESCAPE-MeVO Trial),2022-04-15T00:00:00Z,2026-08-31T00:00:00Z,2025-12-31T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,2021,2022,2026,TRUE,2023-11-11,2026-12-31,FALSE,NA,NA,results_not_due
NCT05151471,CRU trials_12Sep2023.xlsx,2023-10-26,2021-11-28,NA,Interventional,Phase 3,202,Terminated,Efficacy and Safety Extension Study of Oral Edaravone Administered in Subjects With ALS,2022-01-11T00:00:00Z,2023-09-29T00:00:00Z,2023-09-29T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2021,2022,2023,TRUE,2023-11-11,2024-09-28,FALSE,NA,NA,results_not_due
NCT05204017,CRU trials_12Sep2023.xlsx,2023-05-10,2021-11-29,NA,Observational,NA,150,Recruiting,"Comprehensive Analysis Platform To Understand, Remedy and Eliminate ALS",2021-09-12T00:00:00Z,2025-07-01T00:00:00Z,2024-01-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2021,2021,2025,FALSE,2023-11-11,2024-12-31,FALSE,NA,NA,results_not_due
NCT05216250,CRU trials_12Sep2023.xlsx,2023-10-18,2021-10-01,NA,Interventional,Phase 2,174,Recruiting,Study of BOTOX Injections to Assess Change in Disease Symptoms in Adult Participants With Upper Limb Essential Tremor,2022-04-12T00:00:00Z,2025-02-27T00:00:00Z,2024-11-15T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2021,2022,2025,TRUE,2023-11-11,2025-11-15,FALSE,NA,NA,results_not_due
NCT05231785,CRU trials_12Sep2023.xlsx,2023-10-20,2022-01-30,NA,Interventional,Phase 1,60,Recruiting,A Study to Evaluate the Safety and Tolerability of ALN-APP in Patients With EOAD,2022-02-04T00:00:00Z,2025-07-01T00:00:00Z,2025-07-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2026-07-01,FALSE,NA,NA,results_not_due
NCT05237284,CRU trials_12Sep2023.xlsx,2023-09-22,2022-02-02,NA,Interventional,Phase 2,305,"Active, not recruiting",Phase 2 Study for SAR443820 in Participants With Amyotrophic Lateral Sclerosis (ALS),2022-04-13T00:00:00Z,2025-07-24T00:00:00Z,2024-01-16T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2025-01-15,FALSE,NA,NA,results_not_due
NCT05269004,CRU trials_12Sep2023.xlsx,2023-10-06,2022-02-11,NA,Interventional,Phase 3,1300,"Active, not recruiting",A Rollover Study to Evaluate the Long-Term Safety and Efficacy of Ocrelizumab In Patients With Multiple Sclerosis,2022-05-03T00:00:00Z,2025-12-31T00:00:00Z,2025-12-31T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2026-12-31,FALSE,NA,NA,results_not_due
NCT05269667,CRU trials_12Sep2023.xlsx,2023-11-06,2022-02-15,NA,Interventional,Phase 4,4,Terminated,A Study In Neuromyelitis Optica Spectrum Disorder (NMOSD) With Satralizumab As An Intervention,2022-08-02T00:00:00Z,2023-10-26T00:00:00Z,2023-10-26T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,2022,2022,2023,TRUE,2023-11-11,2024-10-25,FALSE,NA,NA,results_not_due
NCT05271409,CRU trials_12Sep2023.xlsx,2023-10-25,2022-02-28,NA,Interventional,Phase 3,152,Recruiting,"A Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Patients With Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease",2022-08-30T00:00:00Z,2028-12-31T00:00:00Z,2026-04-30T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,2022,2022,2028,TRUE,2023-11-11,2027-04-30,FALSE,NA,NA,results_not_due
NCT05348785,CRU trials_12Sep2023.xlsx,2023-10-11,2022-04-04,NA,Interventional,Phase 2,640,Recruiting,A Study to Assess the Safety of BIIB122 Tablets and if it Can Slow the Worsening of Early-Stage Parkinson's Disease in Participants Between the Ages of 30 and 80,2022-04-19T00:00:00Z,2025-08-28T00:00:00Z,2025-08-15T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2026-08-15,FALSE,NA,NA,results_not_due
NCT05349721,CRU trials_12Sep2023.xlsx,2023-10-11,2022-04-21,NA,Interventional,Phase 2,258,Recruiting,Study to Assess the Effects of PTC857 Treatment in Participants With Amyotrophic Lateral Sclerosis ALS,2022-05-15T00:00:00Z,2025-02-28T00:00:00Z,2024-07-31T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2025-07-31,FALSE,NA,NA,results_not_due
NCT05397470,CRU trials_12Sep2023.xlsx,2023-09-27,2022-05-04,NA,Interventional,Phase 3,260,"Active, not recruiting",Efficacy and Safety of Losmapimod in Treating Participants With Facioscapulohumeral Muscular Dystrophy (FSHD) (REACH),2022-06-16T00:00:00Z,2026-01-01T00:00:00Z,2024-10-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2022,2022,2026,TRUE,2023-11-11,2025-10-01,FALSE,NA,NA,results_not_due
NCT05399888,CRU trials_12Sep2023.xlsx,2023-10-25,2022-05-27,NA,Interventional,Phase 2,735,Recruiting,"A Study to Assess if BIIB080 Can Change Clinical Dementia Rating-Sum of Boxes Scores, and BIIB080 Safety and Tolerability When Injected Into the Cerebrospinal Fluid of Participants With Mild Cognitive Impairment Due to Alzheimer's Disease (AD) or Mild AD Dementia Between 50 to 80 Years of Age",2022-08-24T00:00:00Z,2026-12-14T00:00:00Z,2026-12-14T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2022,2022,2026,TRUE,2023-11-11,2027-12-14,FALSE,NA,NA,results_not_due
NCT05403541,CRU trials_12Sep2023.xlsx,2023-10-11,2022-05-26,NA,Interventional,Phase 3,210,Recruiting,Phase 3 Study to Assess the Efficacy and Safety of Batoclimab as Induction and Maintenance Therapy in Adult Participants With Generalized Myasthenia Gravis,2022-06-27T00:00:00Z,2025-04-01T00:00:00Z,2024-04-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2025-04-01,FALSE,NA,NA,results_not_due
NCT05407324,CRU trials_12Sep2023.xlsx,2023-10-25,2022-06-02,NA,Interventional,Phase 2,198,Recruiting,Dazucorilant in Patients With Amyotrophic Lateral Sclerosis,2022-11-15T00:00:00Z,2024-11-01T00:00:00Z,2024-05-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2022,2022,2024,TRUE,2023-11-11,2025-05-01,FALSE,NA,NA,results_not_due
NCT05442775,CRU trials_12Sep2023.xlsx,2023-04-12,2022-06-16,NA,Interventional,Phase 3,72,Terminated,"A Phase 3, Open-Label Extension of COURAGE-ALS (CY 5031)",2022-07-25T00:00:00Z,2023-03-31T00:00:00Z,2023-03-31T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2022,2022,2023,TRUE,2023-11-11,2024-03-30,FALSE,NA,NA,results_not_due
NCT05602727,CRU trials_12Sep2023.xlsx,2023-10-20,2022-10-27,NA,Interventional,Phase 2,99,Terminated,Efficacy and Safety of MK-1942 as an Adjunct Therapy in Participants With Mild to Moderate Alzheimer's Disease Dementia (MK-1942-008),2022-12-02T00:00:00Z,2023-09-27T00:00:00Z,2023-09-27T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,2022,2022,2023,TRUE,2023-11-11,2024-09-26,FALSE,NA,NA,results_not_due
NCT05633459,CRU trials_12Sep2023.xlsx,2023-10-19,2022-11-21,NA,Interventional,Phase 1,64,Recruiting,A Study Evaluating the Safety and Tolerability of QRL-201 in ALS,2022-12-16T00:00:00Z,2025-05-06T00:00:00Z,2025-05-06T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2022,2022,2025,TRUE,2023-11-11,2026-05-06,FALSE,NA,NA,results_not_due
NCT05686070,CRU trials_12Sep2023.xlsx,2023-11-08,2023-01-06,NA,Interventional,Phase 3,9300,Recruiting,A Study to Test Asundexian to Prevent a Clot-related Stroke in Participants After an Acute Ischemic Stroke or High-risk TIA/Mini-stroke (Transient Ischemic Attack),2023-01-26T00:00:00Z,2025-10-10T00:00:00Z,2025-10-10T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2023,2023,2025,TRUE,2023-11-11,2026-10-10,FALSE,NA,NA,results_not_due
NCT05686551,CRU trials_12Sep2023.xlsx,2023-11-06,2022-12-16,NA,Interventional,Phase 2,300,Recruiting,"GENERATION HD2. A Study to Evaluate the Safety, Biomarkers, and Efficacy of Tominersen Compared With Placebo in Participants With Prodromal and Early Manifest Huntington's Disease.",2023-02-03T00:00:00Z,2027-01-04T00:00:00Z,2025-01-03T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2022,2023,2027,TRUE,2023-11-11,2026-01-03,FALSE,NA,NA,results_not_due
NCT05704361,CRU trials_12Sep2023.xlsx,2023-10-11,2023-01-04,NA,Interventional,Phase 1,63,Recruiting,"A Study to Investigate the Safety, Tolerability, and Processing by the Body of Intravenous RO7121932 in Participants With Multiple Sclerosis.",2021-08-11T00:00:00Z,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,2023,2021,2025,FALSE,2023-11-11,2026-01-31,FALSE,NA,NA,results_not_due
NCT05779813,CRU trials_12Sep2023.xlsx,2023-03-23,2023-02-27,NA,Observational,NA,200,Recruiting,Genetic Frontotemporal Dementia Initiative for Neurodevelopment,2023-03-01T00:00:00Z,2035-03-01T00:00:00Z,2033-03-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,2023,2023,2035,TRUE,2023-11-11,2034-03-01,FALSE,NA,NA,results_not_due
NCT05819359,CRU trials_12Sep2023.xlsx,2023-10-26,2023-04-06,NA,Interventional,Phase 2,237,Recruiting,"Efficacy, Safety, Tolerability, Pharmacodynamics, and Pharmacokinetics of BIA 28-6156 in GBA-PD",2023-03-31T00:00:00Z,2026-03-31T00:00:00Z,2025-12-31T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2023,2023,2026,FALSE,2023-11-11,2026-12-31,FALSE,NA,NA,results_not_due
NCT05826457,CRU trials_12Sep2023.xlsx,2023-04-20,2023-02-08,NA,Observational,NA,500,Recruiting,North American Prodromal Synucleinopathy Consortium Stage 2,2022-08-12T00:00:00Z,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,2023,2022,2025,FALSE,2023-11-11,2026-05-01,FALSE,NA,NA,results_not_due
NCT05908695,CRU trials_12Sep2023.xlsx,2023-11-08,2023-05-31,NA,Interventional,Phase 4,1312,Recruiting,An Efficacy and Safety Study of Sodium Oligomannate (GV-971) for the Treatment of Alzheimer's Disease,2023-08-31T00:00:00Z,2029-12-01T00:00:00Z,2029-06-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,2023,2023,2029,TRUE,2023-11-11,2030-06-01,FALSE,NA,NA,results_not_due
NCT06038643,CRU trials_12Sep2023.xlsx,2023-10-29,2022-04-25,NA,Interventional,Not Applicable,80,Recruiting,Intergenerational Behavioral Intervention to Enhance Physical Activity in Older Adults at Risk for Alzheimer's Disease,2023-10-24T00:00:00Z,2024-05-30T00:00:00Z,2024-02-20T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,2022,2023,2024,TRUE,2023-11-11,2025-02-19,FALSE,NA,NA,results_not_due
